;Scopy version,f4beeb1
;Exported on,mardi fevrier 24/02/2026
;Device,M2K
;Nr of samples,3200
;Sample rate,1000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V)
848,-0.752,0.209255
849,-0.751,0.209255
850,-0.75,0.209255
851,-0.749,0.209255
852,-0.748,0.209255
853,-0.747,0.209255
854,-0.746,0.209255
855,-0.745,0.209255
856,-0.744,0.209255
857,-0.743,0.209255
858,-0.742,0.209255
859,-0.741,0.209255
860,-0.74,0.209255
861,-0.739,0.209255
862,-0.738,0.209255
863,-0.737,0.209255
864,-0.736,0.209255
865,-0.735,0.209255
866,-0.734,0.209255
867,-0.733,0.209255
868,-0.732,0.209255
869,-0.731,0.209255
870,-0.73,0.209255
871,-0.729,0.209255
872,-0.728,0.209255
873,-0.727,0.209255
874,-0.726,0.209255
875,-0.725,0.209255
876,-0.724,0.210993
877,-0.723,0.202299
878,-0.722,0.360535
879,-0.721,0.430089
880,-0.72,0.324019
881,-0.719,0.221427
882,-0.718,0.212732
883,-0.717,0.209255
884,-0.716,0.209255
885,-0.715,0.209255
886,-0.714,0.209255
887,-0.713,0.209255
888,-0.712,0.209255
889,-0.711,0.209255
890,-0.71,0.209255
891,-0.709,0.209255
892,-0.708,0.209255
893,-0.707,0.209255
894,-0.706,0.209255
895,-0.705,0.209255
896,-0.704,0.209255
897,-0.703,0.209255
898,-0.702,0.209255
899,-0.701,0.209255
900,-0.7,0.209255
901,-0.699,0.209255
902,-0.698,0.209255
903,-0.697,0.209255
904,-0.696,0.209255
905,-0.695,0.209255
906,-0.694,0.209255
907,-0.693,0.209255
908,-0.692,0.209255
909,-0.691,0.209255
910,-0.69,0.209255
911,-0.689,0.209255
912,-0.688,0.209255
913,-0.687,0.209255
914,-0.686,0.209255
915,-0.685,0.209255
916,-0.684,0.209255
917,-0.683,0.209255
918,-0.682,0.209255
919,-0.681,0.209255
920,-0.68,0.209255
921,-0.679,0.209255
922,-0.678,0.209255
923,-0.677,0.209255
924,-0.676,0.209255
925,-0.675,0.209255
926,-0.674,0.210993
927,-0.673,0.205777
928,-0.672,0.360535
929,-0.671,0.42835
930,-0.67,0.32228
931,-0.669,0.221427
932,-0.668,0.212732
933,-0.667,0.209255
934,-0.666,0.209255
935,-0.665,0.209255
936,-0.664,0.209255
937,-0.663,0.209255
938,-0.662,0.209255
939,-0.661,0.209255
940,-0.66,0.209255
941,-0.659,0.209255
942,-0.658,0.209255
943,-0.657,0.209255
944,-0.656,0.209255
945,-0.655,0.209255
946,-0.654,0.209255
947,-0.653,0.209255
948,-0.652,0.209255
949,-0.651,0.209255
950,-0.65,0.209255
951,-0.649,0.209255
952,-0.648,0.209255
953,-0.647,0.209255
954,-0.646,0.209255
955,-0.645,0.209255
956,-0.644,0.209255
957,-0.643,0.209255
958,-0.642,0.209255
959,-0.641,0.209255
960,-0.64,0.209255
961,-0.639,0.209255
962,-0.638,0.209255
963,-0.637,0.209255
964,-0.636,0.209255
965,-0.635,0.209255
966,-0.634,0.209255
967,-0.633,0.209255
968,-0.632,0.209255
969,-0.631,0.209255
970,-0.63,0.209255
971,-0.629,0.209255
972,-0.628,0.209255
973,-0.627,0.209255
974,-0.626,0.209255
975,-0.625,0.209255
976,-0.624,0.210993
977,-0.623,0.205777
978,-0.622,0.365751
979,-0.621,0.42835
980,-0.62,0.317063
981,-0.619,0.221427
982,-0.618,0.212732
983,-0.617,0.209255
984,-0.616,0.209255
985,-0.615,0.209255
986,-0.614,0.209255
987,-0.613,0.209255
988,-0.612,0.209255
989,-0.611,0.209255
990,-0.61,0.209255
991,-0.609,0.209255
992,-0.608,0.209255
993,-0.607,0.209255
994,-0.606,0.209255
995,-0.605,0.209255
996,-0.604,0.209255
997,-0.603,0.209255
998,-0.602,0.209255
999,-0.601,0.209255
1000,-0.6,0.209255
1001,-0.599,0.209255
1002,-0.598,0.209255
1003,-0.597,0.209255
1004,-0.596,0.209255
1005,-0.595,0.209255
1006,-0.594,0.209255
1007,-0.593,0.209255
1008,-0.592,0.209255
1009,-0.591,0.209255
1010,-0.59,0.209255
1011,-0.589,0.209255
1012,-0.588,0.209255
1013,-0.587,0.209255
1014,-0.586,0.209255
1015,-0.585,0.209255
1016,-0.584,0.209255
1017,-0.583,0.209255
1018,-0.582,0.209255
1019,-0.581,0.209255
1020,-0.58,0.209255
1021,-0.579,0.209255
1022,-0.578,0.209255
1023,-0.577,0.209255
1024,-0.576,0.209255
1025,-0.575,0.209255
1026,-0.574,0.212732
1027,-0.573,0.205777
1028,-0.572,0.370968
1029,-0.571,0.42835
1030,-0.57,0.311847
1031,-0.569,0.221427
1032,-0.568,0.212732
1033,-0.567,0.209255
1034,-0.566,0.209255
1035,-0.565,0.209255
1036,-0.564,0.209255
